Date,Tank_ID,pH_Treatment,Temp_Treatment,Temp_C,pH,mV,DO_mgL,DO_Percent,Conductivity,Salinity,TA,K1,K2,pCO2,pCO2insitu,HCO3,CO3,DIC,OmegaAragonite,OmegaCalcite
2022-08-17,TNK_6,Low,22,20.565,7.7159276238302805,-74.7,7.45,100.7,50.2,33,2292.59194101709,NA,NA,966.8625498120982,966.862561869187,2064.025158715948,93.39065753755376,2188.5737342442444,1.4719163044194503,2.2711763009995063
2022-08-17,TNK_7,Low,24,20.846,7.73640580339972,-76,7.64,102.2,50.2,33,2296.17185028237,NA,NA,920.0201813869867,920.0201922403511,2055.215409086167,98.50856100761695,2183.1457260012126,1.554327168164698,2.396572267248361
2022-08-17,TNK_8,Low,26,25.022,7.730791678729558,-77.3,6.66,97.7,50.1,32.8,2254.7740922840394,NA,NA,925.4753070088698,925.4753170818542,1988.1082649741227,109.18597694218752,2123.853432246993,1.7571495135395954,2.6791572335508245
2022-08-17,TNK_9,Low,12,15.623,7.710871661555347,-72.6,8.57,105.3,50.2,32.9,2280.98087955248,NA,NA,959.4228945982642,959.4229077646125,2090.3072472753297,77.38365054889073,2203.330805724038,1.1994302710826499,1.873266301162361
2022-08-17,TNK_10,Ambient,14,13.004,7.935079039932957,-84.4,9.18,107.4,50.2,32.8,2284.82225005071,NA,NA,540.1162508823886,540.1162552920157,2007.33808407105,112.32710240115385,2141.4172780654058,1.7294364748842874,2.716406327688372
2022-08-17,TNK_11,Ambient,16,15.958,7.923166680636928,-84.9,8.18,101.4,50.2,32.9,2271.72047974074,NA,NA,557.0503798377414,557.0503842448915,1974.2602301926136,120.69500709274661,2115.4424599491545,1.8726290178921083,2.922503540074008
2022-08-17,TNK_12,Ambient,18,17.33,7.899602238875049,-84.1,7.92,100.8,50.1,32.9,2284.8450524773198,NA,NA,597.3463947884545,597.3463997124826,1986.9367557334479,121.21212058045711,2129.250305492043,1.8888669303806735,2.9386364356050825
2022-08-17,TNK_13,Ambient,20,20.68,7.906644630327968,-85.9,7.45,100.3,49.8,32.7,2248.3935472723397,NA,NA,580.4600746647734,580.4600790007088,1918.8848390644177,134.25648774313407,2071.8232893986915,2.119987296796607,3.2725208023266985
2022-08-17,TNK_14,Ambient,22,22.066,7.817030092687818,-81.2,6.97,96.8,50.2,32.9,2294.0192836439,NA,NA,749.4660845407478,749.4660915630311,1999.764795772776,120.45123115319774,2143.423101607989,1.9111771388706322,2.9378725262198304
2022-08-17,TNK_15,Ambient,24,22.63,7.966130660875967,-90.2,7.51,105.6,50,32.7,2257.36331189182,NA,NA,497.6082273367075,497.608230396644,1863.7347260309518,160.761493732481,2039.6947628153707,2.55960413271829,3.9304682213409903
2022-08-17,TNK_16,Ambient,26,17.2,8.025949687518406,-91.3,8.5,108,50.5,33.1,2280.20319399051,NA,NA,426.0955595004201,426.09556201234585,1898.8379330039795,154.9626244366286,2068.8904697664575,2.4116569391543003,3.7513972377689355
2022-08-17,TNK_18,Ambient,12,12.156,7.95952354774157,-85.4,9.72,111.8,50.6,33.1,2272.10671598968,NA,NA,502.03629904784606,502.03630292604697,1987.7611585317538,114.71822300166745,2123.20658823181,1.7607510720261978,2.768245052407221
